user_license_id,account_id,customer_id,user_email,user_role,activated_date,last_login_date,status
UL000330,ACC006,CUST006,user330@example.com,Viewer,2024-09-12,2024-10-01,active
UL000331,ACC006,CUST006,user331@example.com,Viewer,2023-11-04,2024-10-09,active
UL000332,ACC006,CUST006,user332@example.com,Admin,2024-06-24,2024-09-22,active
UL000333,ACC006,CUST006,user333@example.com,Admin,2023-09-18,2024-10-13,active
UL000334,ACC006,CUST006,user334@example.com,Power User,2024-06-25,2024-09-30,active
UL000335,ACC006,CUST006,user335@example.com,Power User,2024-01-30,2024-09-17,active
UL000336,ACC006,CUST006,user336@example.com,Viewer,2023-12-18,2024-09-17,active
UL000337,ACC007,CUST007,user337@example.com,Viewer,2023-11-21,2024-09-17,active
UL000338,ACC007,CUST007,user338@example.com,Viewer,2024-03-18,2024-10-14,active
UL000339,ACC007,CUST007,user339@example.com,Viewer,2024-05-09,2024-07-07,active
UL000340,ACC007,CUST007,user340@example.com,Viewer,2024-03-09,,inactive
UL000341,ACC008,CUST008,user341@example.com,Power User,2023-12-25,2024-10-09,active
UL000342,ACC008,CUST008,user342@example.com,Viewer,2023-12-01,,inactive
UL000343,ACC008,CUST008,user343@example.com,Power User,2023-09-22,2024-09-23,active
UL000344,ACC008,CUST008,user344@example.com,Power User,2024-06-12,2024-09-24,active
UL000345,ACC008,CUST008,user345@example.com,Viewer,2023-12-06,2024-07-23,active
UL000346,ACC008,CUST008,user346@example.com,Viewer,2024-09-03,2024-10-15,active
UL000347,ACC008,CUST008,user347@example.com,Viewer,2024-03-02,2024-09-23,active
UL000348,ACC008,CUST008,user348@example.com,Viewer,2023-12-05,2024-10-12,active
UL000349,ACC008,CUST008,user349@example.com,Viewer,2024-01-09,2024-10-02,active
UL000350,ACC008,CUST008,user350@example.com,Admin,2024-06-18,2024-10-13,active
UL000351,ACC008,CUST008,user351@example.com,Viewer,2023-12-31,2024-09-22,active
UL000352,ACC008,CUST008,user352@example.com,Power User,2024-05-13,2024-09-22,active
UL000353,ACC009,CUST009,user353@example.com,Viewer,2024-08-03,2024-09-22,active
UL000354,ACC009,CUST009,user354@example.com,Power User,2024-05-14,2024-09-29,active
UL000355,ACC009,CUST009,user355@example.com,Power User,2023-09-29,2024-09-24,active
UL000356,ACC009,CUST009,user356@example.com,Viewer,2023-10-18,2024-10-13,active
UL000357,ACC009,CUST009,user357@example.com,Viewer,2023-10-06,2024-09-28,active
UL000358,ACC009,CUST009,user358@example.com,Viewer,2023-11-09,2024-10-02,active
UL000359,ACC009,CUST009,user359@example.com,Viewer,2024-06-08,2024-09-25,active
UL000360,ACC009,CUST009,user360@example.com,Viewer,2023-12-27,2024-09-23,active
UL000361,ACC009,CUST009,user361@example.com,Power User,2023-11-12,2024-09-25,active
UL000362,ACC009,CUST009,user362@example.com,Viewer,2024-07-18,2024-09-30,active
UL000363,ACC009,CUST009,user363@example.com,Viewer,2023-10-17,2024-09-23,active
UL000364,ACC009,CUST009,user364@example.com,Viewer,2024-07-16,2024-09-28,active
UL000365,ACC009,CUST009,user365@example.com,Viewer,2023-10-29,2024-10-15,active
UL000366,ACC009,CUST009,user366@example.com,Viewer,2024-06-30,2024-10-06,active
UL000367,ACC009,CUST009,user367@example.com,Viewer,2024-03-07,2024-10-11,active
UL000368,ACC009,CUST009,user368@example.com,Power User,2024-08-15,2024-09-20,active
UL000369,ACC009,CUST009,user369@example.com,Viewer,2024-01-25,2024-09-25,active
UL000370,ACC009,CUST009,user370@example.com,Viewer,2024-04-14,2024-10-08,active
UL000371,ACC009,CUST009,user371@example.com,Power User,2024-07-21,2024-07-29,active
UL000372,ACC009,CUST009,user372@example.com,Viewer,2024-08-26,2024-10-12,active
UL000373,ACC009,CUST009,user373@example.com,Admin,2024-03-15,2024-10-12,active
UL000374,ACC009,CUST009,user374@example.com,Viewer,2023-09-16,2024-09-23,active
UL000375,ACC009,CUST009,user375@example.com,Viewer,2024-04-30,2024-09-28,active
UL000376,ACC009,CUST009,user376@example.com,Power User,2024-08-18,2024-10-15,active
UL000377,ACC009,CUST009,user377@example.com,Power User,2023-09-29,2024-05-04,active
UL000378,ACC009,CUST009,user378@example.com,Viewer,2024-05-03,2024-09-21,active
UL000379,ACC009,CUST009,user379@example.com,Viewer,2024-06-14,2024-10-04,active
UL000380,ACC009,CUST009,user380@example.com,Viewer,2023-10-30,2024-10-01,active
UL000381,ACC009,CUST009,user381@example.com,Power User,2024-09-06,2024-09-20,active
UL000382,ACC009,CUST009,user382@example.com,Power User,2024-02-21,2024-09-23,active
UL000383,ACC010,CUST010,user383@example.com,Admin,2023-10-17,2024-10-09,active
UL000384,ACC010,CUST010,user384@example.com,Power User,2024-02-05,2024-03-12,active
UL000385,ACC010,CUST010,user385@example.com,Admin,2023-10-05,2023-10-22,active
UL000386,ACC010,CUST010,user386@example.com,Viewer,2023-10-11,2024-10-17,active
UL000387,ACC010,CUST010,user387@example.com,Viewer,2024-04-30,2024-10-10,active
UL000388,ACC010,CUST010,user388@example.com,Power User,2024-08-09,2024-10-11,active
UL000389,ACC010,CUST010,user389@example.com,Viewer,2024-03-06,2024-10-13,active
UL000390,ACC010,CUST010,user390@example.com,Viewer,2024-08-11,2024-08-12,active
UL000391,ACC010,CUST010,user391@example.com,Power User,2024-09-14,2024-09-27,active
UL000392,ACC010,CUST010,user392@example.com,Viewer,2024-05-04,2024-10-01,active
UL000393,ACC010,CUST010,user393@example.com,Power User,2024-03-24,2024-09-17,active
UL000394,ACC010,CUST010,user394@example.com,Viewer,2023-09-15,2024-10-06,active
UL000395,ACC010,CUST010,user395@example.com,Viewer,2024-05-03,2024-06-25,active
UL000396,ACC010,CUST010,user396@example.com,Power User,2024-02-24,2024-09-24,active
UL000397,ACC010,CUST010,user397@example.com,Power User,2024-03-29,,inactive
UL000398,ACC010,CUST010,user398@example.com,Viewer,2024-03-01,2024-10-09,active
UL000399,ACC010,CUST010,user399@example.com,Viewer,2024-01-16,2024-09-28,active
UL000400,ACC010,CUST010,user400@example.com,Power User,2023-09-25,2024-09-18,active
UL000401,ACC010,CUST010,user401@example.com,Viewer,2023-10-21,2024-09-28,active
UL000402,ACC010,CUST010,user402@example.com,Power User,2024-03-19,2024-10-06,active
UL000403,ACC010,CUST010,user403@example.com,Viewer,2024-01-03,2024-09-22,active
UL000404,ACC010,CUST010,user404@example.com,Power User,2023-11-09,2024-10-11,active
UL000405,ACC010,CUST010,user405@example.com,Admin,2024-05-23,2024-10-14,active
UL000406,ACC011,CUST011,user406@example.com,Power User,2023-10-10,2024-09-17,active
UL000407,ACC011,CUST011,user407@example.com,Viewer,2024-02-22,2024-10-14,active
UL000408,ACC011,CUST011,user408@example.com,Power User,2024-05-12,2024-10-02,active
UL000409,ACC011,CUST011,user409@example.com,Power User,2024-08-27,2024-10-02,active
UL000410,ACC011,CUST011,user410@example.com,Admin,2024-08-25,2024-08-31,active
UL000411,ACC011,CUST011,user411@example.com,Viewer,2024-03-04,2024-10-04,active
UL000412,ACC011,CUST011,user412@example.com,Viewer,2024-01-18,2024-09-30,active
UL000413,ACC011,CUST011,user413@example.com,Viewer,2023-11-22,2024-09-23,active
UL000414,ACC011,CUST011,user414@example.com,Power User,2023-11-18,2024-10-04,active
UL000415,ACC011,CUST011,user415@example.com,Viewer,2024-03-01,2024-09-19,active
UL000416,ACC011,CUST011,user416@example.com,Admin,2024-04-03,2024-09-17,active
UL000417,ACC011,CUST011,user417@example.com,Viewer,2023-09-29,2024-08-09,active
UL000418,ACC011,CUST011,user418@example.com,Power User,2024-03-07,,inactive
UL000419,ACC011,CUST011,user419@example.com,Viewer,2023-11-24,2024-10-16,active
UL000420,ACC011,CUST011,user420@example.com,Power User,2024-06-20,2024-10-07,active
UL000421,ACC011,CUST011,user421@example.com,Viewer,2024-05-21,2024-10-15,active
UL000422,ACC011,CUST011,user422@example.com,Viewer,2024-08-19,2024-09-21,active
UL000423,ACC011,CUST011,user423@example.com,Viewer,2024-02-10,2024-09-18,active
UL000424,ACC011,CUST011,user424@example.com,Viewer,2024-07-02,2024-10-02,active
UL000425,ACC011,CUST011,user425@example.com,Power User,2024-03-27,2024-09-19,active
UL000426,ACC011,CUST011,user426@example.com,Viewer,2023-12-29,2024-08-14,active
UL000427,ACC011,CUST011,user427@example.com,Viewer,2023-10-26,2024-10-15,active
UL000428,ACC011,CUST011,user428@example.com,Power User,2024-07-19,2024-09-24,active
UL000429,ACC011,CUST011,user429@example.com,Viewer,2023-10-13,2024-09-26,active
UL000430,ACC011,CUST011,user430@example.com,Viewer,2024-03-30,2024-10-16,active
UL000431,ACC011,CUST011,user431@example.com,Power User,2024-05-01,2024-10-06,active
UL000432,ACC011,CUST011,user432@example.com,Power User,2023-10-03,2024-07-29,active
UL000433,ACC011,CUST011,user433@example.com,Viewer,2023-12-05,2024-10-01,active
UL000434,ACC011,CUST011,user434@example.com,Viewer,2024-04-13,2024-07-14,active
UL000435,ACC011,CUST011,user435@example.com,Viewer,2024-04-16,2024-09-25,active
UL000436,ACC011,CUST011,user436@example.com,Power User,2023-12-11,,inactive
UL000437,ACC011,CUST011,user437@example.com,Viewer,2024-08-06,2024-10-01,active
UL000438,ACC011,CUST011,user438@example.com,Viewer,2024-04-11,2024-10-17,active
UL000439,ACC011,CUST011,user439@example.com,Power User,2024-02-19,2024-09-29,active
UL000440,ACC011,CUST011,user440@example.com,Power User,2023-10-08,2024-09-28,active
UL000441,ACC011,CUST011,user441@example.com,Admin,2023-12-21,2024-04-13,active
UL000442,ACC011,CUST011,user442@example.com,Power User,2023-10-18,2024-08-29,active
UL000443,ACC011,CUST011,user443@example.com,Viewer,2024-09-06,2024-09-16,active
UL000444,ACC011,CUST011,user444@example.com,Power User,2023-10-24,2023-12-10,active
UL000445,ACC011,CUST011,user445@example.com,Viewer,2024-01-02,2024-05-14,active
UL000446,ACC011,CUST011,user446@example.com,Power User,2024-06-29,2024-10-07,active
UL000447,ACC011,CUST011,user447@example.com,Viewer,2023-09-18,2024-03-14,active
UL000448,ACC011,CUST011,user448@example.com,Viewer,2024-03-04,,inactive
UL000449,ACC011,CUST011,user449@example.com,Viewer,2024-05-26,2024-10-14,active
UL000450,ACC011,CUST011,user450@example.com,Power User,2024-06-16,2024-08-19,active
UL000451,ACC011,CUST011,user451@example.com,Admin,2024-08-04,2024-09-30,active
UL000452,ACC011,CUST011,user452@example.com,Viewer,2023-10-16,2024-09-30,active
UL000453,ACC011,CUST011,user453@example.com,Viewer,2024-06-25,2024-10-01,active
UL000454,ACC011,CUST011,user454@example.com,Viewer,2023-11-04,2024-10-15,active
UL000455,ACC011,CUST011,user455@example.com,Power User,2024-05-29,2024-10-14,active
UL000456,ACC011,CUST011,user456@example.com,Viewer,2024-06-10,,inactive
UL000457,ACC011,CUST011,user457@example.com,Viewer,2023-10-20,2024-09-21,active
UL000458,ACC011,CUST011,user458@example.com,Viewer,2023-11-13,2024-09-18,active
UL000459,ACC011,CUST011,user459@example.com,Power User,2023-10-19,,inactive
UL000460,ACC011,CUST011,user460@example.com,Power User,2024-05-14,2024-09-06,active
UL000461,ACC011,CUST011,user461@example.com,Power User,2024-02-28,2024-07-24,active
UL000462,ACC011,CUST011,user462@example.com,Admin,2023-12-14,2024-09-22,active
UL000463,ACC011,CUST011,user463@example.com,Power User,2023-10-18,2024-09-27,active
UL000464,ACC011,CUST011,user464@example.com,Viewer,2024-04-07,2024-06-19,active
UL000465,ACC011,CUST011,user465@example.com,Viewer,2024-07-26,2024-10-02,active
UL000466,ACC011,CUST011,user466@example.com,Viewer,2023-10-23,,inactive
UL000467,ACC011,CUST011,user467@example.com,Viewer,2023-12-12,2024-09-23,active
UL000468,ACC011,CUST011,user468@example.com,Admin,2024-03-02,2024-08-06,active
UL000469,ACC011,CUST011,user469@example.com,Power User,2024-03-20,2024-06-24,active
UL000470,ACC011,CUST011,user470@example.com,Power User,2024-04-12,2024-09-17,active
UL000471,ACC011,CUST011,user471@example.com,Admin,2024-02-29,,inactive
UL000472,ACC011,CUST011,user472@example.com,Viewer,2024-04-29,2024-10-04,active
UL000473,ACC011,CUST011,user473@example.com,Power User,2024-03-30,,inactive
UL000474,ACC011,CUST011,user474@example.com,Viewer,2024-06-17,2024-09-01,active
UL000475,ACC011,CUST011,user475@example.com,Viewer,2024-01-22,2024-10-04,active
UL000476,ACC011,CUST011,user476@example.com,Admin,2023-12-14,2024-05-27,active
UL000477,ACC011,CUST011,user477@example.com,Viewer,2024-02-25,2024-09-26,active
UL000478,ACC011,CUST011,user478@example.com,Power User,2023-12-14,2024-10-06,active
UL000479,ACC011,CUST011,user479@example.com,Viewer,2024-06-22,2024-09-24,active
UL000480,ACC011,CUST011,user480@example.com,Viewer,2024-05-14,2024-10-10,active
UL000481,ACC011,CUST011,user481@example.com,Power User,2024-05-12,2024-10-02,active
UL000482,ACC011,CUST011,user482@example.com,Power User,2024-07-03,2024-10-17,active
UL000483,ACC011,CUST011,user483@example.com,Viewer,2024-03-23,,inactive
UL000484,ACC011,CUST011,user484@example.com,Power User,2024-06-02,,inactive
UL000485,ACC011,CUST011,user485@example.com,Admin,2023-11-01,2024-09-20,active
UL000486,ACC011,CUST011,user486@example.com,Power User,2023-12-03,2024-10-12,active
UL000487,ACC011,CUST011,user487@example.com,Viewer,2023-11-22,2024-10-14,active
UL000488,ACC011,CUST011,user488@example.com,Admin,2024-03-24,,inactive
UL000489,ACC011,CUST011,user489@example.com,Viewer,2024-08-05,2024-10-07,active
UL000490,ACC011,CUST011,user490@example.com,Viewer,2023-12-13,2024-10-03,active
UL000491,ACC011,CUST011,user491@example.com,Viewer,2024-05-27,,inactive
UL000492,ACC011,CUST011,user492@example.com,Viewer,2024-04-16,2024-09-25,active
UL000493,ACC011,CUST011,user493@example.com,Power User,2024-07-12,2024-09-29,active
UL000494,ACC011,CUST011,user494@example.com,Power User,2024-05-30,2024-10-15,active
UL000495,ACC011,CUST011,user495@example.com,Viewer,2023-10-12,2024-10-15,active
UL000496,ACC011,CUST011,user496@example.com,Viewer,2024-08-08,2024-10-17,active
UL000497,ACC011,CUST011,user497@example.com,Power User,2024-09-04,,inactive
UL000498,ACC011,CUST011,user498@example.com,Power User,2024-08-23,2024-10-11,active
UL000499,ACC011,CUST011,user499@example.com,Viewer,2024-08-18,2024-10-11,active
UL000500,ACC011,CUST011,user500@example.com,Power User,2024-01-10,2024-10-03,active
UL000501,ACC011,CUST011,user501@example.com,Power User,2023-09-25,2024-09-22,active
UL000502,ACC011,CUST011,user502@example.com,Viewer,2023-09-22,2024-04-09,active
UL000503,ACC011,CUST011,user503@example.com,Viewer,2023-12-08,2024-09-21,active
UL000504,ACC011,CUST011,user504@example.com,Admin,2023-12-07,2024-10-10,active
UL000505,ACC011,CUST011,user505@example.com,Viewer,2024-04-13,2024-09-29,active
UL000506,ACC011,CUST011,user506@example.com,Viewer,2024-09-02,2024-09-26,active
UL000507,ACC011,CUST011,user507@example.com,Power User,2023-11-27,2024-10-05,active
UL000508,ACC011,CUST011,user508@example.com,Viewer,2024-04-16,2024-09-19,active
UL000509,ACC011,CUST011,user509@example.com,Viewer,2024-07-11,2024-09-23,active
UL000510,ACC011,CUST011,user510@example.com,Viewer,2023-10-21,2024-10-10,active
UL000511,ACC011,CUST011,user511@example.com,Viewer,2023-12-12,2024-07-03,active
UL000512,ACC011,CUST011,user512@example.com,Viewer,2024-05-12,2024-10-14,active
UL000513,ACC011,CUST011,user513@example.com,Viewer,2023-12-10,2024-10-17,active
UL000514,ACC011,CUST011,user514@example.com,Viewer,2024-01-02,2024-09-27,active
UL000515,ACC011,CUST011,user515@example.com,Viewer,2024-03-08,2024-09-24,active
UL000516,ACC011,CUST011,user516@example.com,Viewer,2024-04-12,2024-08-09,active
UL000517,ACC011,CUST011,user517@example.com,Viewer,2024-02-24,2024-10-17,active
UL000518,ACC011,CUST011,user518@example.com,Viewer,2024-06-29,2024-09-20,active
UL000519,ACC011,CUST011,user519@example.com,Power User,2024-06-27,2024-09-21,active
UL000520,ACC011,CUST011,user520@example.com,Power User,2023-09-26,2024-10-09,active
UL000521,ACC011,CUST011,user521@example.com,Viewer,2024-05-27,,inactive
UL000522,ACC011,CUST011,user522@example.com,Viewer,2024-01-13,,inactive
UL000523,ACC011,CUST011,user523@example.com,Viewer,2024-04-21,2024-10-14,active
UL000524,ACC011,CUST011,user524@example.com,Viewer,2024-06-18,2024-09-27,active
UL000525,ACC011,CUST011,user525@example.com,Power User,2024-03-19,2024-10-13,active
UL000526,ACC011,CUST011,user526@example.com,Power User,2023-12-23,2024-10-05,active
UL000527,ACC011,CUST011,user527@example.com,Viewer,2023-09-22,2024-08-17,active
UL000528,ACC011,CUST011,user528@example.com,Power User,2024-04-19,2024-09-18,active
UL000529,ACC011,CUST011,user529@example.com,Power User,2023-11-19,2024-10-08,active
UL000530,ACC011,CUST011,user530@example.com,Viewer,2023-09-18,2024-09-20,active
UL000531,ACC011,CUST011,user531@example.com,Power User,2024-08-16,2024-10-13,active
UL000532,ACC011,CUST011,user532@example.com,Power User,2024-01-15,2024-10-11,active
UL000533,ACC011,CUST011,user533@example.com,Viewer,2024-04-23,2024-05-31,active
UL000534,ACC011,CUST011,user534@example.com,Viewer,2024-06-02,2024-09-19,active
UL000535,ACC011,CUST011,user535@example.com,Admin,2024-02-09,2024-10-11,active
UL000536,ACC011,CUST011,user536@example.com,Viewer,2024-01-22,2024-10-09,active
UL000537,ACC011,CUST011,user537@example.com,Viewer,2023-10-09,2024-03-04,active
UL000538,ACC011,CUST011,user538@example.com,Viewer,2024-08-03,2024-09-25,active
UL000539,ACC011,CUST011,user539@example.com,Viewer,2024-05-10,2024-07-15,active
UL000540,ACC011,CUST011,user540@example.com,Power User,2024-01-31,2024-10-10,active
UL000541,ACC011,CUST011,user541@example.com,Viewer,2024-07-16,2024-08-20,active
UL000542,ACC011,CUST011,user542@example.com,Viewer,2024-01-20,2024-10-04,active
UL000543,ACC011,CUST011,user543@example.com,Power User,2024-03-20,2024-09-29,active
UL000544,ACC011,CUST011,user544@example.com,Viewer,2023-11-15,2024-10-03,active
UL000545,ACC011,CUST011,user545@example.com,Viewer,2023-12-09,2024-09-22,active
UL000546,ACC011,CUST011,user546@example.com,Power User,2023-11-28,2024-10-17,active
UL000547,ACC011,CUST011,user547@example.com,Viewer,2024-05-06,2024-10-10,active
UL000548,ACC011,CUST011,user548@example.com,Viewer,2024-08-06,2024-09-20,active
UL000549,ACC011,CUST011,user549@example.com,Admin,2024-02-11,2024-10-05,active
UL000550,ACC011,CUST011,user550@example.com,Viewer,2024-06-27,2024-09-16,active
UL000551,ACC011,CUST011,user551@example.com,Viewer,2024-03-30,2024-09-21,active
UL000552,ACC011,CUST011,user552@example.com,Power User,2024-02-09,2024-09-20,active
UL000553,ACC011,CUST011,user553@example.com,Viewer,2023-12-13,2024-10-12,active
UL000554,ACC011,CUST011,user554@example.com,Power User,2024-01-30,2024-10-16,active
UL000555,ACC011,CUST011,user555@example.com,Viewer,2024-08-08,2024-10-02,active
UL000556,ACC011,CUST011,user556@example.com,Viewer,2023-12-17,2024-07-09,active
UL000557,ACC011,CUST011,user557@example.com,Viewer,2024-08-03,2024-09-07,active
UL000558,ACC011,CUST011,user558@example.com,Admin,2023-09-18,2024-09-26,active
UL000559,ACC011,CUST011,user559@example.com,Admin,2023-12-01,2024-10-14,active
UL000560,ACC011,CUST011,user560@example.com,Power User,2024-02-07,2024-02-28,active
UL000561,ACC011,CUST011,user561@example.com,Admin,2023-11-11,2024-10-15,active
UL000562,ACC011,CUST011,user562@example.com,Viewer,2024-05-07,2024-09-21,active
UL000563,ACC011,CUST011,user563@example.com,Viewer,2023-12-07,2024-03-15,active
UL000564,ACC012,CUST012,user564@example.com,Viewer,2023-10-24,2024-09-17,active
UL000565,ACC012,CUST012,user565@example.com,Viewer,2024-07-03,2024-10-02,active
UL000566,ACC012,CUST012,user566@example.com,Power User,2024-02-15,2024-09-22,active
UL000567,ACC012,CUST012,user567@example.com,Admin,2024-01-15,2024-01-25,active
UL000568,ACC012,CUST012,user568@example.com,Viewer,2023-10-01,2024-09-22,active
UL000569,ACC012,CUST012,user569@example.com,Power User,2024-01-04,2024-09-25,active
UL000570,ACC012,CUST012,user570@example.com,Admin,2024-05-22,2024-09-19,active
UL000571,ACC012,CUST012,user571@example.com,Viewer,2024-01-06,2024-10-10,active
UL000572,ACC012,CUST012,user572@example.com,Viewer,2024-01-01,2024-08-12,active
UL000573,ACC012,CUST012,user573@example.com,Power User,2024-09-14,2024-10-10,active
UL000574,ACC012,CUST012,user574@example.com,Power User,2023-11-14,2024-10-01,active
UL000575,ACC012,CUST012,user575@example.com,Viewer,2024-07-08,2024-10-13,active
UL000576,ACC012,CUST012,user576@example.com,Viewer,2023-12-29,2024-10-03,active
UL000577,ACC012,CUST012,user577@example.com,Power User,2023-09-27,2024-10-07,active
UL000578,ACC012,CUST012,user578@example.com,Admin,2024-02-18,2024-10-07,active
UL000579,ACC012,CUST012,user579@example.com,Power User,2024-01-10,2024-05-08,active
UL000580,ACC012,CUST012,user580@example.com,Viewer,2023-11-26,2024-09-22,active
UL000581,ACC012,CUST012,user581@example.com,Viewer,2024-07-30,2024-08-13,active
UL000582,ACC015,CUST015,user582@example.com,Viewer,2024-03-27,2024-09-21,active
UL000583,ACC015,CUST015,user583@example.com,Viewer,2024-05-25,2024-10-02,active
UL000584,ACC015,CUST015,user584@example.com,Power User,2024-02-27,2024-10-12,active
UL000585,ACC015,CUST015,user585@example.com,Viewer,2024-01-30,2024-09-27,active
UL000586,ACC015,CUST015,user586@example.com,Viewer,2023-11-16,2024-10-08,active
UL000587,ACC015,CUST015,user587@example.com,Power User,2023-10-28,2024-10-02,active
UL000588,ACC015,CUST015,user588@example.com,Power User,2024-02-23,2024-10-09,active
UL000589,ACC015,CUST015,user589@example.com,Viewer,2024-02-28,2024-10-14,active
UL000590,ACC015,CUST015,user590@example.com,Power User,2024-06-13,2024-09-11,active
UL000591,ACC015,CUST015,user591@example.com,Viewer,2023-11-01,2024-09-24,active
UL000592,ACC015,CUST015,user592@example.com,Power User,2024-07-20,2024-10-12,active
UL000593,ACC015,CUST015,user593@example.com,Viewer,2024-02-15,2024-09-20,active
UL000594,ACC015,CUST015,user594@example.com,Viewer,2024-05-24,2024-09-23,active
UL000595,ACC015,CUST015,user595@example.com,Viewer,2024-01-23,2024-10-10,active
UL000596,ACC016,CUST016,user596@example.com,Viewer,2024-05-03,2024-09-20,active
UL000597,ACC016,CUST016,user597@example.com,Power User,2024-03-07,2024-10-17,active
UL000598,ACC016,CUST016,user598@example.com,Viewer,2024-03-30,2024-04-06,active
UL000599,ACC016,CUST016,user599@example.com,Viewer,2024-05-24,2024-09-24,active
UL000600,ACC016,CUST016,user600@example.com,Viewer,2024-04-07,2024-04-27,active
UL000601,ACC016,CUST016,user601@example.com,Power User,2024-01-28,2024-09-29,active
UL000602,ACC016,CUST016,user602@example.com,Power User,2024-08-17,2024-10-04,active
UL000603,ACC016,CUST016,user603@example.com,Viewer,2024-04-02,2024-10-05,active
UL000604,ACC016,CUST016,user604@example.com,Viewer,2024-01-03,2024-09-29,active
UL000605,ACC016,CUST016,user605@example.com,Viewer,2024-01-25,2024-10-16,active
UL000606,ACC016,CUST016,user606@example.com,Viewer,2024-04-01,2024-07-06,active
UL000607,ACC016,CUST016,user607@example.com,Power User,2023-12-04,2024-09-23,active
UL000608,ACC016,CUST016,user608@example.com,Power User,2024-02-04,2024-10-04,active
UL000609,ACC016,CUST016,user609@example.com,Viewer,2024-03-18,2024-10-04,active
UL000610,ACC016,CUST016,user610@example.com,Power User,2023-09-27,2024-09-26,active
UL000611,ACC016,CUST016,user611@example.com,Viewer,2023-09-15,2024-09-30,active
UL000612,ACC016,CUST016,user612@example.com,Viewer,2024-01-02,2024-09-26,active
UL000613,ACC016,CUST016,user613@example.com,Power User,2024-01-18,2024-09-30,active
UL000614,ACC016,CUST016,user614@example.com,Viewer,2024-06-01,2024-09-22,active
UL000615,ACC016,CUST016,user615@example.com,Viewer,2024-07-04,2024-09-17,active
UL000616,ACC016,CUST016,user616@example.com,Viewer,2024-04-03,2024-10-06,active
UL000617,ACC016,CUST016,user617@example.com,Viewer,2024-01-26,2024-10-11,active
UL000618,ACC016,CUST016,user618@example.com,Power User,2024-06-23,2024-09-18,active
UL000619,ACC016,CUST016,user619@example.com,Viewer,2024-05-08,2024-09-19,active
UL000620,ACC016,CUST016,user620@example.com,Viewer,2023-12-20,2024-09-25,active
UL000621,ACC016,CUST016,user621@example.com,Power User,2024-03-31,2024-09-30,active
UL000622,ACC016,CUST016,user622@example.com,Admin,2024-07-28,2024-10-13,active
UL000623,ACC016,CUST016,user623@example.com,Power User,2024-04-07,2024-09-23,active
UL000624,ACC016,CUST016,user624@example.com,Viewer,2024-04-30,2024-09-07,active
UL000625,ACC016,CUST016,user625@example.com,Viewer,2024-07-28,2024-09-26,active
UL000626,ACC016,CUST016,user626@example.com,Power User,2023-09-18,2024-10-16,active
UL000627,ACC016,CUST016,user627@example.com,Admin,2024-07-01,2024-07-12,active
UL000628,ACC016,CUST016,user628@example.com,Viewer,2023-12-09,,inactive
UL000629,ACC016,CUST016,user629@example.com,Viewer,2023-09-24,2024-09-20,active
UL000630,ACC016,CUST016,user630@example.com,Viewer,2024-09-12,2024-09-30,active
UL000631,ACC016,CUST016,user631@example.com,Viewer,2024-03-05,2024-05-09,active
UL000632,ACC016,CUST016,user632@example.com,Viewer,2024-02-22,2024-09-28,active
UL000633,ACC016,CUST016,user633@example.com,Admin,2023-12-04,2024-09-18,active
UL000634,ACC016,CUST016,user634@example.com,Power User,2023-10-22,2024-09-27,active
UL000635,ACC016,CUST016,user635@example.com,Admin,2024-01-08,2024-10-11,active
UL000636,ACC017,CUST017,user636@example.com,Viewer,2023-11-09,2024-10-10,active
UL000637,ACC017,CUST017,user637@example.com,Viewer,2024-02-05,2024-10-05,active
UL000638,ACC017,CUST017,user638@example.com,Viewer,2024-02-23,2024-10-10,active
UL000639,ACC017,CUST017,user639@example.com,Viewer,2024-05-14,2024-06-30,active
UL000640,ACC017,CUST017,user640@example.com,Viewer,2024-08-01,2024-09-18,active
UL000641,ACC018,CUST018,user641@example.com,Viewer,2024-08-18,2024-09-26,active
UL000642,ACC018,CUST018,user642@example.com,Viewer,2024-04-21,2024-09-26,active
UL000643,ACC018,CUST018,user643@example.com,Admin,2024-09-01,2024-10-14,active
UL000644,ACC018,CUST018,user644@example.com,Viewer,2024-06-13,2024-09-28,active
UL000645,ACC018,CUST018,user645@example.com,Power User,2023-10-16,2024-04-06,active
UL000646,ACC018,CUST018,user646@example.com,Viewer,2024-08-10,,inactive
UL000647,ACC018,CUST018,user647@example.com,Viewer,2024-04-15,2024-09-22,active
UL000648,ACC018,CUST018,user648@example.com,Admin,2024-05-11,2024-05-17,active
UL000649,ACC018,CUST018,user649@example.com,Viewer,2024-09-15,2024-10-12,active
UL000650,ACC018,CUST018,user650@example.com,Admin,2023-09-14,2024-10-14,active
UL000651,ACC018,CUST018,user651@example.com,Power User,2023-10-13,,inactive
UL000652,ACC018,CUST018,user652@example.com,Viewer,2024-07-10,2024-08-25,active
UL000653,ACC018,CUST018,user653@example.com,Admin,2024-02-19,2024-09-19,active
UL000654,ACC018,CUST018,user654@example.com,Viewer,2024-05-29,2024-09-30,active
UL000655,ACC018,CUST018,user655@example.com,Power User,2024-01-23,2024-09-24,active
UL000656,ACC018,CUST018,user656@example.com,Viewer,2024-06-28,2024-10-05,active
UL000657,ACC018,CUST018,user657@example.com,Viewer,2023-10-19,2024-10-10,active
UL000658,ACC018,CUST018,user658@example.com,Viewer,2024-04-24,2024-04-29,active
